followers,n
2338166581,12
2338198153,11
2338211167,55
2338328306,74
2338340083,15
2338348428,23
2338352718,10
2338378827,17
2338554542,10
2338827026,10
2339142866,17
2339262784,20
2339352916,12
2339384439,12
2339460343,26
2339720691,25
2340098448,14
2340174157,45
2340174912,24
2340924344,34
2341236317,14
2341290928,23
2341464133,47
2341557898,13
2341608977,20
2341641584,28
2341682469,29
2341731989,11
2341740974,36
2341811148,15
2341815280,52
2341855187,12
2341930017,26
2342007925,27
2342091427,14
2342106512,12
2342182309,11
2342427584,35
2342550085,52
2342613456,15
2342837356,35
2343410304,38
2343571698,11
2343632818,37
2343729361,35
2343860894,14
2343873110,33
2343878622,48
2343919003,13
2344093831,11
2344215223,56
2344545580,10
2344733069,10
2345022321,33
2345067272,12
2345076490,13
2345125979,35
2345151517,43
2345299004,12
2345606669,16
2345707032,35
2345742860,43
2345840473,14
2345869176,12
2345906834,10
2346405238,48
2346635239,324
2346660702,49
2346811422,23
2346849754,10
2346874264,24
2346876467,19
2346886179,12
2347001191,42
2347004737,10
2347011921,11
2347144572,35
2347220194,12
2347239842,25
2347734184,16
2347821309,14
2348075527,12
2348088555,24
2348158418,16
2348211432,14
2348239116,13
2348279160,10
2348400475,34
2348556528,14
2348604676,15
2348635479,12
2348638256,12
2348696596,11
2348765546,12
2348883657,10
2348911178,10
2349001748,11
2349132224,35
2349332225,14
2349426653,25
2349649594,10
2350121730,11
2350335230,11
2350340732,32
2350442839,15
2350449444,17
2350714460,12
2351082972,16
2351368895,16
2351369143,31
2351375186,10
2351393100,57
2351485669,14
2351510274,17
2351590855,39
2351657442,13
2351915558,69
2351945569,37
2351962693,41
2351965103,14
2352053220,40
2352197757,13
2352248322,10
2352290323,17
2352351997,14
2352353771,11
2352455879,13
2352973837,10
2353074382,28
2353115935,29
2353350607,13
2353423734,11
2353584505,26
2353742803,67
2353800368,13
2354014779,13
2354215164,10
2354547619,17
2354600911,11
2354804586,16
2355040657,12
2355081757,11
2355090253,10
2355103479,15
2355192915,36
2355509557,16
2356085302,12
2356287404,32
2356459925,14
2356759811,38
2356839645,25
2357167522,10
2357185987,29
2357268725,18
2357451257,16
2357689446,10
2357788572,18
2358216958,35
2358333344,30
2358384180,13
2358410753,13
2358428576,74
2358465810,14
2358496059,17
2358535573,96
2358584795,11
2358724571,24
2358770763,19
2359167261,17
2359244633,15
2359334706,31
2359447762,14
2359519632,17
2359602319,36
2359608153,11
2359779433,13
2359832670,59
2359840794,11
2360013049,10
2360104351,22
2360532099,10
2361071450,15
2361075468,10
2361088370,40
2361346771,18
2361362123,12
2361374062,34
2361461546,22
2361478694,17
2361492806,38
2361507157,10
2361529723,16
2361624901,30
2361669475,13
2361761415,16
2361796034,10
2362456754,17
2362590446,17
2362631311,19
2362704794,17
2362728869,21
2362739520,13
2362778558,27
2362816242,41
2362908996,17
2362952798,10
2362970870,50
2362997079,11
2363054498,10
2363199195,12
2363280288,36
2363831544,31
2363856916,16
2363860249,46
2363872097,13
2363896705,12
2363977658,15
2364207044,127
2364229026,13
2364282138,41
2364342361,10
2364370612,14
2364584899,11
2364623370,19
2364655554,13
2364772989,12
2364775312,12
2364814124,15
2365465696,11
2365474176,12
2365542335,20
2365558896,79
2365622737,12
2365629494,19
2365679017,14
2365770542,13
2365869800,25
2365928154,74
2365944854,13
2366076877,85
2366143777,11
2366315041,15
2366447602,10
2366792882,42
2366903454,13
2366938121,148
2366944764,11
2367070485,26
2367149636,11
2367361189,18
2367748994,21
2367966839,50
2368484493,14
2368576194,10
2368714240,10
2368952250,17
2368968814,17
2369111014,41
2369118282,14
2369403628,86
2369420100,10
2369555221,48
2369823531,11
2370182725,12
2370632160,14
2370713406,22
2370792909,21
2370880317,34
2370981904,15
2371008330,36
2371102574,53
2371221136,14
2371540348,10
2371676916,31
2371686977,12
2371725826,14
2371778383,15
2371813153,38
2372109236,24
2372114646,12
2372233501,14
2372403083,12
2372519575,31
2372603557,17
2372735478,14
2373201846,10
2373238017,13
2373283257,10
2373289985,14
2373517002,11
2373615905,39
2373817751,11
2373913205,20
2373966156,17
2374149097,15
2374200920,14
2374252598,15
2374426763,15
2374506108,46
2375110293,22
2375142072,13
2375186084,10
2375422478,16
2375584298,16
2375598588,18
2375626627,16
2375649297,13
2375652697,13
2375853644,78
2375858959,14
2375864669,26
2375899194,13
2375975467,19
2376009915,30
2376263204,17
2376453195,33
2376522198,11
2376746275,16
2376779765,18
2377078993,11
2377097305,11
2377112720,23
2377209624,21
2377383475,37
2377407651,13
2377707534,29
2378105124,14
2378288257,74
2378321281,10
2378612090,22
2378687308,26
2379015264,10
2379050478,18
2380127304,23
2380233572,25
2380261633,16
2380372410,31
2380441473,15
2380773420,31
2380782320,14
2380845421,10
2380965150,31
2381142816,10
2381183930,19
2381727134,14
2381780522,10
2381845099,10
2382013308,16
2382046063,28
2382134216,10
2382189486,34
2382232580,12
2382310158,21
2382375829,12
2382397788,15
2382618102,30
2382704728,27
2382721368,49
2383399391,21
2383406932,18
2383522724,40
2383669562,30
2383681969,13
2383781136,10
2383905302,19
2384023520,12
2384122532,11
2384628322,55
2384997430,13
2384998471,17
2385022267,18
2385050498,14
2385477044,17
2385488006,13
2385513954,26
2385588876,12
2385605287,14
2385767292,15
2385978724,15
2386381257,24
2386385729,10
2386487816,22
2386677716,10
2386677938,120
2386723162,12
2386952850,13
2387159786,127
2387507545,11
2387935339,11
2388043860,27
2388046251,24
2388103398,15
2388315621,93
2388698643,11
2388847625,19
2389067842,25
2389430760,14
2389521974,10
2389557596,13
2389643095,11
2389733870,44
2389915296,26
2390568177,21
2390808444,32
2391193613,50
2391281689,10
2391285667,24
2391610208,12
2391625788,12
2391742957,27
2391877730,45
2392039823,12
2392849351,17
2392905636,28
2392949844,13
2393130925,15
2393385645,12
2393519777,39
2394066206,15
2394077643,18
2394232866,10
2394388136,13
2394548479,10
2395069248,10
2395184579,22
2395916124,88
2395955719,13
2396019564,10
2396224507,17
2396603104,350
2396783700,12
2396974131,58
2397511182,357
2397852541,10
2397996810,18
2398035461,18
2398046960,51
2398054851,23
2398071481,79
2398268266,15
2398288682,11
2398380781,14
2398757756,11
2399305754,10
2399363498,31
2399388595,11
2399430257,31
2399892378,14
2399983660,64
2400052052,361
2400091000,15
2400144044,12
2400180487,17
2400482968,26
2400648063,18
2400782567,33
2401136186,32
2401287438,12
2401421128,14
2401663188,11
2401678734,74
2401760041,10
2401837851,28
2401935031,25
2402103540,14
2402105588,14
2402109762,42
2402543471,10
2402737257,10
2402876738,21
2402936676,25
2403125993,10
2403147417,13
2403166473,14
2403171875,12
2403236198,14
2403312606,25
2404719001,12
2404936142,250
2404984320,32
2404990195,25
2405049697,19
2405417734,14
2405445876,63
2405498962,18
2405799029,23
2405823569,14
2406210779,15
2406571136,30
2407285399,10
2407313630,31
2407509086,55
2407534676,13
2407553011,10
2407578894,26
2407657603,20
2407700502,14
2407810862,14
2407812938,30
2408028399,21
2408693799,20
2408967858,14
2409081037,12
2409118052,30
2409131300,13
2409171516,10
2409204144,10
2409293132,14
2409361939,10
2409446473,11
2409485592,62
2409607242,74
2410449591,11
2410487728,24
2410741172,14
2410955738,10
2411024755,12
2411148606,11
2411181008,15
2411198486,13
2411511584,23
2411591088,15
2411596010,14
2412512378,10
2412547147,11
2412642529,14
2412643453,15
2412760001,16
2412989354,25
2413037239,11
2413113842,15
2413254260,15
2413278074,16
2413684154,12
2414040164,72
2414063654,10
2414082487,10
2414136630,10
2414610565,16
2414626627,29
2414632278,24
2414658299,18
2414659596,14
2414710316,24
2414832342,14
2414924076,25
2415420363,34
2415456585,14
2415992042,20
2416066796,15
2416070556,12
2416155127,16
2416221449,10
2416433017,10
2416457012,11
2416749818,31
2416978557,42
2417098857,16
2417242697,11
2417340536,30
2417405263,18
2418042451,18
2418142620,17
2418191985,52
2418262750,12
2418782665,29
2418821648,10
2419033884,216
2419070326,13
2419215907,25
2419304822,15
2419374936,11
2419523232,39
2419583588,23
2420013803,28
2420297472,17
2420340834,23
2420948352,16
2420992902,12
2421057279,12
2421711134,14
2421752131,40
2421876617,10
2421881114,13
2421924675,25
2421951571,13
2422051424,11
2422165387,53
2422175444,11
2422274090,10
2422369497,10
2422392757,25
2422613876,11
2422788635,12
2423623592,43
2423647279,18
2423671921,14
2423707482,154
2423787158,27
2423794735,10
2423800902,22
2423954802,10
2424253914,10
2424279038,11
2424360776,18
2424636286,17
2425090551,50
2425310373,23
2425509946,21
2425513379,15
2425588613,22
2425617786,16
2425675627,16
2425682856,13
2425740654,13
2425763645,10
2426226747,11
2426558957,15
2426668923,10
2426697941,11
2426761696,10
2426886193,13
2426950214,11
2427042515,11
2427165210,24
2427376682,28
2427555980,17
2427643240,17
2427747444,12
2427769822,11
2427816944,42
2427890877,12
2427976939,19
2428372433,11
2428824261,58
2428982898,15
2429105050,21
2429118182,21
2429219540,34
2429315358,11
2429368280,11
2429696871,25
2429727975,44
2429943343,69
2430168073,10
2430305917,12
2430376555,12
2430981588,22
2431037610,14
2431043473,10
2431305909,38
2431410790,12
2431453413,11
2431456696,14
2431529873,91
2431552769,261
2431741206,31
2431765327,22
2431895484,25
2431998004,13
2432045726,14
2432188566,17
2432360904,36
2432422676,10
2432505246,22
2432513792,32
2432621101,85
2432854696,11
2432909043,18
2433270467,18
2433274860,46
2433329443,19
2433337862,68
2433454777,10
2433624242,377
2433759185,14
2433761359,48
2433840993,38
2433873745,11
2433876219,15
2434217828,10
2434996322,11
2435014059,30
2435149828,52
2435211085,20
2435227364,10
2435256930,30
2435318977,11
2435326032,58
2435352354,13
2435387892,10
2435495635,46
2435540036,47
2435579600,90
2435591387,16
2435619736,16
2435925510,13
2436097862,16
2436223962,30
2436654823,17
2436930193,12
2437160028,15
2437250496,16
2437344925,41
2437401503,10
2437479951,56
2437550024,10
2437852846,19
2438148744,21
2438171353,13
2438196393,14
2438262593,13
2438331601,11
2438399390,10
2438564862,10
2438692110,17
2439029928,60
2439051564,15
2439573059,57
2439692492,23
2439735835,16
2439913829,18
2439918392,16
2440039148,39
2440165419,11
2440225428,38
2440362695,27
2440526435,35
2440526864,12
2440556166,16
2440561936,15
2440601056,22
2441416746,13
2441468996,28
2441548958,33
2441778352,33
2441864246,18
2441889332,18
2442088406,15
2442581144,10
2442859939,10
2442956127,11
2443726262,18
2443858849,15
2443983558,11
2444031139,22
2444073441,12
2444396610,27
2444428616,43
2444453948,10
2444470610,16
2444516061,27
2444549197,15
2444842841,15
2445183469,18
2445343579,21
2445412778,11
2445431918,14
2445592215,13
2445606210,11
2445786822,19
2446211106,13
2446737727,26
2446810802,16
2446859956,10
2446899540,17
2446904600,10
2447641575,12
2447749370,27
2447762133,31
2447942220,16
2448027790,16
2448148473,16
2448294916,19
2449031245,10
2449108036,27
2449314468,11
2449627868,23
2449640718,10
2449777783,30
2450009797,14
2450024397,32
2450310361,11
2450324186,20
2450356180,100
2450414170,27
2450806607,11
2450846885,20
2450990731,26
2451139938,10
2451411270,11
2451436487,53
2451443592,38
2451485960,31
2451675293,88
2451886506,21
2451899362,16
2452120388,22
2452243749,101
2452448893,17
2452768566,113
2452782188,30
2452990105,20
2453031796,110
2453082853,40
2453094586,20
2453315689,16
2453382019,14
2453446537,16
2453476415,13
2453698237,11
2454395497,35
2454801365,12
2455110358,27
2455535885,25
2455899983,22
2456193176,20
2456514168,24
2456753100,39
2456767795,12
2457028257,22
2457142667,53
2457155660,27
2457304979,60
2457410315,11
2457764025,14
2457884620,88
2457929671,17
2457938508,35
2458069409,11
2458314386,67
2458417793,14
2458451616,18
2459518129,12
2459714353,13
2459862169,23
2459962535,59
2460004058,13
2460021649,16
2460056528,17
2460078322,12
2460334092,49
2460865265,20
2460921025,13
2460947522,19
2461002793,75
2461022984,10
2461058810,14
2461098771,22
2461759934,22
2461775037,12
2462067682,40
2462641787,13
2462670927,45
2463052392,11
2463153246,26
2463153273,18
2463179793,24
2463216118,23
2463549679,11
2463681391,59
2464503996,13
2464616049,11
2464746115,13
2464879126,32
2464898122,12
2464943969,13
2465325060,10
2465518707,10
2465534933,10
2466005270,11
2466020917,14
2466080125,12
2466084500,23
2466181608,19
2466304284,55
2466392304,14
2466588973,19
2466589416,12
2466737755,40
2466837456,49
2467100653,16
2467102931,12
2467586844,13
2468005639,10
2468096897,14
2468110524,23
2468136688,14
2468307488,13
2468346018,13
2468947130,15
2468973805,27
2469019916,35
2469092594,14
2469121186,19
2469192288,26
2469209304,11
2469331424,10
2469697713,13
2470423596,19
2470598516,36
2470622748,50
2471079755,14
2471309031,14
2472096330,11
2472245376,15
2472423727,62
2472510351,17
2472598387,61
2472680642,16
2472878353,10
2473070017,10
2473266547,17
2473320423,67
2473403199,11
2473663913,20
2473928839,10
2474142050,14
2474281727,11
2474282173,12
2474311621,10
2474544669,10
2474801889,15
2474889861,25
2474890450,10
2476006158,16
2476780501,16
2476992686,10
2477027270,13
2477109140,12
2477171634,14
2478304923,35
2478318854,13
2478596492,39
2478740346,90
2479075577,10
2479346582,24
2479427056,92
2479538012,24
2479546680,22
2479730655,13
2479780062,10
2479843647,12
2480027281,12
2480033203,44
2480266629,139
2480518111,13
2480685138,16
2480771736,26
2481303085,10
2481794972,15
2481854708,19
2481916265,26
2482010281,29
2482097930,44
2482323679,18
2482636166,24
2482674146,19
2483322588,11
2483467346,27
2483626874,30
2483725293,24
2483825184,14
2484295140,22
2484319977,16
2484340886,11
2484871257,11
2485036272,45
2485054587,10
2485176704,15
2485185957,16
2485231422,12
2485423957,80
2485449350,16
2485592107,32
2485891315,18
2486033981,10
2486451533,13
2486719163,18
2487081119,16
2487200159,13
2487233549,11
2488259438,14
2488572480,161
2488771549,19
2489597043,12
2489763506,20
2489833320,19
2489846877,10
2490062023,22
2490175320,18
2490586718,42
2491389631,35
2491472644,17
2491646834,10
2491661443,19
2491761066,12
2491771858,15
2491854282,54
2492214708,15
2492216387,24
2492247604,12
2492463174,18
2492616384,12
2492798486,35
2492818526,32
2492904324,23
2493230972,50
2493267816,16
2493508268,12
2494163863,15
2494165898,11
2494498492,14
2494596444,12
2494631971,12
2494733475,12
2494812962,20
2494989348,10
2495049908,29
2495237894,72
2495316989,10
2495418631,16
2495843299,23
2495852612,47
2495962598,13
2496049118,11
2496112633,197
2496130902,13
2496291032,10
2496344270,11
2496445837,69
2496665228,34
2496952284,14
2497933191,24
2498030614,10
2498116632,12
2498203918,74
2498361012,45
2498364440,28
2498463762,11
2498833897,19
2498979740,29
2499237905,269
2499253206,15
2499265148,10
2499353534,29
2499353852,91
2499493005,25
2499841968,32
2500076266,10
2500175338,22
2501216871,16
2501304560,11
2501627587,12
2501814698,56
2501850446,11
2501968269,12
2502018863,12
2502173167,16
2502333841,14
2502613592,14
2503647514,10
2503647781,44
2503770518,17
2503815690,17
2503944482,13
2504172301,12
2504468172,21
2504721480,13
2505213787,16
2505541016,11
2505613169,38
2505652331,16
2506496451,13
2506714969,14
2506786744,67
2506945744,11
2507137154,37
2507630976,29
2507681400,14
2507722602,11
2508007572,17
2508169620,13
2508356776,12
2508358869,24
2508430538,70
2508441236,10
2508451480,16
2508545181,26
2508583901,45
2508630022,14
2508714813,11
2509051833,10
2509388016,11
2509638396,16
2509639776,52
2509683774,11
2509693838,13
2509747977,10
2509906026,11
2510047474,12
2510052342,19
2510067412,34
2510191439,27
2510253534,11
2510271419,28
2510368735,54
2510482820,11
2510876490,10
2510954376,11
2511365352,22
2511394950,30
2511988952,12
2512157958,46
2512161649,14
2512172252,16
2512424030,31
2512483091,19
2512491106,43
2512564426,10
2512577409,11
2512919288,11
2513199500,19
2513350886,35
2513385804,96
2514211905,29
2514473751,13
2514657902,13
2514734380,11
2515046701,13
2515200891,14
2515226534,15
2515522922,23
2515556687,10
2515804087,15
2515910948,48
2515996154,10
2516361593,14
2516374854,10
2516952310,68
2517225816,12
2517253652,46
2517272942,18
2517276692,10
2517287348,23
2517316784,22
2517744906,29
2517910142,45
2517953772,11
2517955272,16
2518020138,61
2518029296,29
2518440627,11
2518862298,16
2519123723,11
2520069270,16
2520514712,10
2520683671,24
2521237528,12
2521493036,13
2521785722,24
2522509910,16
2522705103,10
2522798852,17
2522980318,14
2523062451,27
2523172025,21
2523270666,11
2523424170,12
2523425277,43
2523488110,41
2523563081,10
2523938157,65
2524272203,11
2524693802,10
2524774988,11
2525529730,11
2525794585,11
2525798461,14
2525943547,14
2526116607,16
2526233957,23
2526668194,22
2527310358,58
2527541422,29
2527593199,14
2527819680,125
2527857331,13
2527858472,10
2527880803,13
2528113502,12
2528151817,12
2528391721,17
2528968288,12
2529652134,39
2529794149,29
2530283202,11
2531390391,22
2531478203,27
2531888473,17
2532101168,15
2532153930,12
2532253490,24
2532410926,18
2532917457,34
2533125810,13
2533184991,26
2533222386,16
2533338896,28
2534224780,20
